sample	amp_chr_1p_NOTCH2	amp_chr_1q_CKS1B	amp_chr_2p	amp_chr_2q	amp_chr_3p	amp_chr_3q	amp_chr_4p	amp_chr_4q	amp_chr_5p	amp_chr_5q	amp_chr_6p	amp_chr_6q	amp_chr_7p	amp_chr_7q	amp_chr_8p	amp_chr_8q_MYC	amp_chr_8q_MYC_enhancer	amp_chr_9p	amp_chr_9q	amp_chr_10p	amp_chr_10q	amp_chr_11p	amp_chr_11q_CCND1	amp_chr_12p	amp_chr_12q	amp_chr_13q	amp_chr_14q	amp_chr_15q	amp_chr_16p	amp_chr_16q	amp_chr_17p	amp_chr_17q	amp_chr_18p	amp_chr_18q	amp_chr_19p	amp_chr_19q	amp_chr_20p	amp_chr_20q	amp_chr_21q	amp_chr_22q	del_chr_1p_CDKN2C	del_chr_1p_EVI5	del_chr_1p_TENT5C	del_chr_1q	del_chr_2p	del_chr_2q	del_chr_3p	del_chr_3q	del_chr_4p	del_chr_4q	del_chr_5p	del_chr_5q	del_chr_6p	del_chr_6q	del_chr_7p	del_chr_7q	del_chr_8p	del_chr_8q	del_chr_9p	del_chr_9q	del_chr_10p	del_chr_10q_NFKB2	del_chr_11p	del_chr_11q_BIRC2	del_chr_12p	del_chr_12q	del_chr_13q_RB1	del_chr_14q_MAX	del_chr_14q_TRAF3	del_chr_15q	del_chr_16p	del_chr_16q_CYLD	del_chr_17p_TP53	del_chr_17q	del_chr_18p	del_chr_18q	del_chr_19p	del_chr_19q	del_chr_20p	del_chr_20q	del_chr_21q	del_chr_22q
MMRF_2524_1_BM_CD138pos_pair	0	0.084	0	0	1	1	0.171	1	1	1	1	0.142	1	1	0.015	0	0	1	1	0.022	0	0	0	1	1	0	0.004	1	0.022	0	1	1	0	0	1	0.03	0	0.047	1	0	0.036	0.036	0.036	0.776	0.011	0.016	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0.036	0.011	0.035	0	0	0.06	0.052	0.031	0	0	1	0	0	0.018	0.006	0	0	0.038	0	0	1
MMRF_2525_1_BM_CD138pos_pair	0	0.981	0	0.005	1	1	0.04	0.039	1	0.029	1	0.04	1	1	0.004	0.005	0.005	1	0.906	0	0	0.99	0.991	0	0	0	0	1	0	0	0.962	0.973	0.003	0.003	0.935	0.946	0	0	0	0	0.002	0.002	0.002	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0.006	0	0	0	0	1	1	1	0	0.062	0.987	0	0	0	0	0	0	0.981	0.033	0.001	0.046
MMRF_2531_1_BM_CD138pos_pair	0.006	0.936	0	0	0.002	0.006	0	0	0	0	0.007	0.002	0	0.001	0	0.001	0.001	0.004	0.004	0	0	0.002	0.01	0.001	0	0	0	0.012	0	0	0	0	0	0	0.015	0.015	0	0	0	0	0	0	0	0	0.01	0.008	0	0	0.012	0.012	0.005	0.992	0	0	0	0	0.776	0.007	0	0	1	0.003	0	1	0	0.007	1	0	0.008	0	0.009	0.002	0	0.006	0.01	0.023	0	0	0.01	0.01	0.017	1
MMRF_2532_1_BM_CD138pos_pair	0	0.006	0.003	0.001	0.984	0.984	0	0	0.981	0.981	0	0	0.145	0.148	0	0.007	0.376	0.983	0.985	0	1	0.001	0.004	0.005	0	0	0	0.987	0	0	0	0	0	0	0.97	0.97	0	0	0.001	0	0.003	0.981	0.981	0	0	0	0	0	0.018	0.984	0	0	0.001	0.012	0	0	0.985	0	0	0	0.002	0.981	0	0	0	0.001	0	0.026	0.026	0	0.075	0.798	0.005	0.011	0.005	0.005	0	0	0.009	0.009	0	0.015
MMRF_2535_1_BM_CD138pos_pair	0.001	0.004	0.028	0.028	0.029	0.03	0.021	0.021	0.025	0.025	0	0	0	0	0.021	0	0	0.021	0.021	0.013	0.015	0.022	0.851	0.01	0.01	0	0.026	0.1	0.016	0.014	0.022	0.022	0.011	0.011	0.021	0.021	0.035	0.035	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0.034	0.017	0.017	0	0	0	0	0	0.008	0	0.004	0	0	0.148	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0.03
MMRF_2538_1_BM_CD138pos_pair	0.002	0.014	0.011	0.009	0.011	0.011	0.007	0.021	0.002	0.002	0	0	0.012	0.012	0.012	0.005	0.005	0.011	0.005	0	0	0.007	0.001	0	0.01	0	0	1	0	0	0.005	0.005	0.008	0.008	0	0	0	0.006	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0.179	0	0	0	0.01	0	0	0.023	0.029	0	0.002	0.808	0	1	0.015	0.002	0	0.557	0.656	0.001	0	0	0	0.002	0.002	0.984	0	0	1
MMRF_2539_1_BM_CD138pos_pair	0	0	0.011	0	0	0.012	0.004	0.005	0	0.006	0.001	0.001	0.033	0.014	0.005	0.002	0.002	1	1	0	0.006	0	1	0.001	0.001	0.002	1	1	0	0.026	0.047	0.004	0	0.02	1	1	0	0	0	0	0.004	0.004	0.017	0	0	0.002	0.003	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.017	0.008	0	0	0	0.001	0	0	0	0.016	0.019	0.011	0	0.001	0	0	0	0.003	0.023	0.005	0.021
MMRF_2541_1_BM_CD138pos_pair	0.004	0.972	0.005	0	0.28	0.152	0	0	0.967	0.994	1	1	0.997	0.997	0.001	0	1	0.663	0.672	0	0.03	1	1	0	0	1	1	1	0.005	0	0.029	0.048	0.003	0.003	1	0.363	0.023	0.042	0.006	0.034	0	0	0	0	0	0	0	0	0.012	0.012	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0.003	0.003	0.03	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MMRF_2543_1_BM_CD138pos_pair	0.03	0.421	0.002	0.002	0.012	0.014	0	0.005	0.004	0.003	0.009	0.009	0.004	0.004	0	0.003	0.003	0	0	0.01	0.001	0	0	0	0	0	0	0.034	0	0	0	0	0	0	0.01	0.01	0	0	0.022	0	0	0	0.623	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0.004	0	0.001	0.001	0	0.004	0.002	0.005	0.007	0.007	0.817	0.817	0.817	0	0.047	0.047	0.002	0.002	0.002	0.002	0	0	0.008	0.003	0	0.022
MMRF_2545_1_BM_CD138pos_pair	0	0.008	0.013	0.015	0	0.013	0	0	0	0	0.042	0.001	0.003	0.003	0.023	0.001	0.001	0	0	0.04	0	0.002	1	0	0.012	0	0.004	0.03	0	0	0	0.065	0.002	0	0.083	0.007	0.001	0.001	0	0.006	0.001	0.001	0.001	0	0	0	0.002	0	0	0	0.007	0.007	0	0	0	0	0	0.005	0.003	0.003	0	0.006	0	0.001	0.99	0	0.008	0.001	0.001	0	0.008	0.008	0.003	0	0	0	0	0	0	0	0.012	0
MMRF_2546_1_BM_CD138pos_pair	0.003	1	0.085	0.086	0	0	0	0	0	0	0	0.003	0.12	0.12	0	0	0	0.184	0.184	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0.066	0.075	0	0	0	0	0	0	0	0	0.775	0.006	0.004	0.004	0.008	0.008	0	0	0	0	0.009	0.012	0	0	0.017	0.006	0	0.002	0.003	0.015	0.997	0.196	0.196	0.01	0.016	0.007	0	0.004	0.009	0.007	0	0	0	0	1	0.205
MMRF_2548_1_BM_CD138pos_pair	0	0.967	0.001	0	0	0	0	0	0	0	0	0	0.004	0.004	0.013	0	0	0	0.028	0	0	0.001	0	0.04	0	0	0	0.074	0	0	0.034	0.044	0.318	0.318	0.041	0.041	0.013	0.013	0.008	0	0.993	0.993	0.993	0	0	0.007	0.007	0.006	0.014	0.017	0.007	0.423	0.993	0.993	0	0	0	0.003	0.004	0	0.006	0.007	0	0	0	0.101	0.058	0.917	0.917	0	0.46	0.982	0	0	0	0	0	0	0	0	0	0.398
MMRF_2549_1_BM_CD138pos_pair	0	1	0.996	0.982	0.996	0.974	0	0	0.963	0.98	1	0.826	0.989	0.989	0	0.259	0.259	1	1	0	0.044	0.018	0.026	0	0	0	0.01	1	0	0	0.037	0.013	0	0	1	1	0	0	0	0	0.004	0.004	0.001	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0.176	0	0	0	0.004	0	0	0	0.383	0.019	1	0.008	0	0	0.007	0	0	0	0.015	0.026	0	0	0.001	0.363	0.038	0.001
MMRF_2557_1_BM_CD138pos_pair	0	0.536	0.004	0.006	1	1	0.007	0.007	1	1	0	0.01	1	1	0	0.011	0	1	1	0	0	1	1	0	0	0.006	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.009	0	0	0	0.003	0	0	0	0.007	0.007	0	0	0	0	0.034	0.139	0	0	0.001	0.001	0	0	0.007	0.007	0	0.064
MMRF_2559_1_BM_CD138pos_pair	0.007	0.007	0	0	0	0	0	0	0	0	0.001	0.001	0.002	0.002	0.009	0	0	0	0.062	0	0	0	0	0	0	0	0	0	0.01	0	0.004	0.004	0	0	0.025	0.025	0	0.019	0	0	0	0	0	0	0.003	0.001	0.001	0	0.041	0	0.001	0.001	0	0	0	0	0	0.002	0.001	0	0.002	0.001	0.011	1	0.984	0.984	0.999	0.999	0.999	0.034	0	0.051	0	0	0.003	0.003	0	0	0.003	0	0.001	0.001
MMRF_2560_1_BM_CD138pos_pair	0	0.002	0.01	0.001	1	1	0.013	0.715	1	1	0	0	0	1	0.008	0.067	0.063	1	1	0.014	0	1	1	0	0.005	0	0	1	0.002	0	0.006	0.006	1	1	1	1	0.013	0.005	0	0	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0.004	0.004	0	0	0	0	0	0	0	1	0	0	1	0	0.008	0.002	0.002	0	0	0.005	0	0	0	0	0	0	0	0	0.155	0.023
MMRF_2563_1_BM_CD138pos_pair	0.006	0.006	0.005	0.003	0.003	0.003	0	0.005	0	0	0.001	0.001	0.005	0.006	0	0	0	0	0.007	0.005	0	0.003	0.003	0.005	0	0	0.008	0.032	0	0	0.012	0	0.001	0.001	0.027	0.021	0	0.011	0	0	0	0	0	0	0	0	0	0	0.001	0	0.031	0.032	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0.988	0.995	0	0	0	0.883	0.01	0	0.054	0	0	0	0	0.991	0	0	0.991
MMRF_2564_1_BM_CD138pos_pair	0	0.007	0.004	0.007	0.006	0.006	0.014	0.014	0.009	0.006	0.008	0.008	0.009	0.009	0.004	0	0	0	0.003	0.001	0.002	0.006	0.001	0	0.013	0	0	0.002	0.005	0.005	0	0.013	0.004	0.004	0.09	0	0	0.002	0.01	0	0.003	0.989	0.989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0.982	0	0.988	0.99	0	0	0	0	0.011	0	0	0	0	0.05	0.007	0	0	0.988
MMRF_2566_1_BM_CD138pos_pair	0	0.085	0.117	0	1	1	0	0	1	1	1	1	1	1	0	0.006	0.006	1	1	1	1	0.616	0.616	0	0	0	0.001	1	0.012	0.012	0.009	0.02	0	0	1	1	0.013	0.013	0	0.013	0.013	0.013	0.013	0	0	0.008	0	0	0.019	0.019	0	0	0	0	0	0	0.015	0.027	0	0	0	0	0	0	0.002	0	0.094	0	0	0	0	0	0	0	0.008	0.008	0	0	0	0	0.001	0
MMRF_2568_1_BM_CD138pos_pair	0.007	0.012	0.01	0	0.006	0	0	0	0	0	0	0	0.002	0.004	0	0	0	0.009	0.009	0.002	0	0.012	0.008	0	0	0	0	0.04	0.011	0.012	0	0.037	0	0	1	0.045	0.005	0.036	1	0.043	0	0	0	0	0	0.001	0	0.034	0.013	0.013	0.001	0.001	0.002	0.043	0	0	1	0	0	0	0	1	0	0	1	0.003	0.023	0	0	0	0	0	1	0	0.008	0.008	0	0	0	0	0	0
MMRF_2570_1_BM_CD138pos_pair	0	0	0.013	0.017	1	1	0.012	0.012	1	1	0.014	0	0.016	0.016	0.013	0.002	0.002	1	1	0.019	0.009	0.993	0.982	0.01	0.01	0	0.005	1	0	0	0	0.002	0.017	0.017	0.985	1	0	0	0.012	0	0.009	0.009	0.009	0	0	0	0	0	0	0	0	0	0	0.989	0	0	0	0	0	0	0	0.004	0	0	0	0	0.022	0.001	0.001	0	0.033	0.996	0.038	0	0	0	0	0	0.001	0.001	0	0.023
MMRF_2572_1_BM_CD138pos_pair	0	0.006	0	0.126	1	1	0	0	1	1	1	1	1	1	0	0.013	0.013	1	1	0	0	0.068	0.076	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0.002	0.005	0	0	0	0.018	0.018	0	0	0	0	0	0	0.031	0.002	0	0	0.006	0	0	0	0.006	0.007	0.012	0.004	0.004	0	0.012	0.014	0.007	0.009	0	0	0	0	0.008	0.008	0	0.018
MMRF_2573_1_BM_CD138pos_pair	0.015	0.033	0.988	0.991	0.985	1	0.007	0.007	1	0.99	0.003	0	1	0.996	0	0.996	0.996	1	1	0	0	0.613	0.991	0	0	0	0	0.976	0	0	0	0	0.987	0.987	0.973	0.958	0.974	0.974	1	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0.008	0	0	0	0.011	0	0	0	0.001	0.001	0.983	0.989	0.989	0	0.014	0	0.001	0.012	0	0	0	0	0	0	0	0.025
MMRF_2574_1_BM_CD138pos_pair	0	1	1	0	1	0.043	0	0.006	0	0.975	1	0	0.008	0.006	0	0.004	0.004	0.036	0.036	0	0	0	0	0	0	0	0	0.809	0	0	0	0	0	0	0.971	0	0	0	0	0	0.015	0.321	0.012	0	0	0.089	0	0	1	0	0.002	0	0	0.997	0	0	1	0.004	0	0	0.019	0.014	0.008	0	0.02	0.024	0.992	0.018	1	0	0.024	0.016	0.733	0.019	0.005	0.005	0	0.026	0.024	0.024	0.005	0.026
MMRF_2577_1_BM_CD138pos_pair	0	0.54	0.013	0.011	1	1	0.006	0	1	1	0.019	0.019	0.011	0.011	0.014	0.003	0	1	1	0.012	0.012	1	1	0.013	0.013	0.011	0.008	1	0.007	0	0.018	0.027	0.007	0.007	1	1	0.017	0.017	1	0	0.003	0.46	0.46	0	0	0	0	0	0	0.553	0	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0.001	0.001	0.001	0	0	0.024	0	0	0	0	0	0	0	0	0	0.112
MMRF_2579_1_BM_CD138pos_pair	0	0	0.003	0.006	0.005	0.005	0.011	0.011	0.006	0.006	0.006	0.006	0.005	0.005	0.004	0	0	0.003	0.003	0.001	0.001	0.002	0.983	0.007	0.007	0	0	0	0	0	0	0.014	0.006	0.006	0.008	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	1	0	0	0.008	0.003	0.004	0.438	0	0	0	0	0	0.004	0.004	0	0.004
MMRF_2580_1_BM_CD138pos_pair	0.006	0.008	0	0	0	0.788	0	0	1	1	0.004	0	1	1	0	0.004	0.004	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.002	0.006	0.006	0.011	0	0.005	0.005	0	0	0	0.81	0	0	0.006	0.006	0	0	0.011	0	0.01	0	0.002	0.002	1	0	0	0	0.026	0.014	0.002	0.017	0.006	0.006	0	0	0.018	0.013	0.011	0.022
MMRF_2581_1_BM_CD138pos_pair	0.002	0	0	0	0.992	0.992	0.971	0.041	0.994	0.994	0	0	0	0	0	0	0	0.983	1	0	0	0.987	0.988	0	0	0	0.004	1	0	0.003	0.013	0.013	0.273	0.276	1	1	0.011	0.014	0	0	0	0	0	0	0.004	0.008	0	0	0	0	0	0	0.011	0.011	0.004	0.004	0.937	0.024	0	0	0.002	0.001	0	0	0.006	0.006	1	0.003	0.003	0	0	0	0	0	0	0	0	0	0	0	0.001	0.929
MMRF_2583_1_BM_CD138pos_pair	0	0.04	0	0	0	0	0	0	1	1	0.027	0	1	1	0	1	1	0.99	0.99	0.056	0.04	0.041	0.047	0	0	0	0	1	0	0	0.994	0.949	1	1	0.958	0.982	0	0	1	0	0.013	0.013	0.013	0	0.006	0.01	0.008	0.006	0.007	0.003	0	0	0	1	0	0	0.889	0	0	0	0	0	0	0	0.002	0.005	0.998	0.006	0.006	0	0.107	0.101	0	0	0	0	0	0	0.882	0.086	0	0.064
MMRF_2584_1_BM_CD138pos_pair	0	0	0	0.004	0.003	0.003	0.002	0.004	0	0.007	0.005	0.005	0.009	0.009	0.002	0	0	0.986	0.987	0	0.003	0.009	0.004	0.005	0.005	0	0.009	0.045	0.006	0	0.009	0.009	0.002	0.002	0.023	0.023	0.007	0.007	0.001	0.006	0	0	0	0	0.019	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0.974	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0
MMRF_2587_1_BM_CD138pos_pair	0	1	0.002	0.006	0.001	0.002	0	0.001	0	0.006	1	0.695	0.006	0.006	0.005	0	0	1	1	0.002	0.003	0.028	0.026	0.002	0.002	0	0	0	0	0	0	0.974	0.004	0.004	0.956	0.98	0.098	0.098	0.037	0	0.004	0.004	0.004	0	0	0	0	0	0.006	0	0.001	0	0	0	0	0	0	0	0	0	0	0.002	0	1	0	0	0.998	0.001	0.001	0.016	0.024	0	0.012	0	0	0	0	0	0	0	0	0.017
MMRF_2590_1_BM_CD138pos_pair	0	1	0.014	0.014	0.016	0.016	0.016	0.016	1	1	0.02	0.02	1	1	0.021	0.009	0.009	1	1	0.01	0.01	0.011	0	0.012	0.012	0	0.01	1	0	0	0	0	0.018	0.018	1	0.043	0.004	0.004	0.011	0	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.001	0	0	1	0	0	0	0.001	0.012	0.016	0.004	0	0	0	0	0	0	0	0.015
MMRF_2592_1_BM_CD138pos_pair	0.003	1	0	0	0	0	0	0	1	1	0.028	0.006	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	1	1	0.003	0.003	0	0	0	0	0	0	0	0.004	0.004	0.004	0.007	0.011	0	0	0	0	0	0	0.004	0.004	0.008	0	0.002	0	0.003	0	0.004	0.004	0.007	0	0	0	0.005	0	0	0.003	0.005	0.005	0	0	0	0	0.008	0.021
MMRF_2593_1_BM_CD138pos_pair	0	1	0.013	0	0	0	0	0.001	0	0.993	0.805	0	0	0	0	0.002	0.002	1	1	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	1	0	0	1	1	0	0.007	0.007	0.007	0	0	0.002	0.003	0.003	1	0	0.004	0	0	0.762	1	0.002	0.004	0.004	0	0	0.006	0.018	0.009	0.002	0.001	0.011	1	1	1	0	0.008	0.003	0.012	0.01	0.007	0.007	0	0.007	0.006	0	0	0.02
MMRF_2595_1_BM_CD138pos_pair	0	1	0	0	1	0.769	0.99	0.977	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0.567	1	0	0	1	1	0	0	0	0.009	0.008	0.008	0.008	0	0.019	0.03	0	0	0	0	0	0	0	0	0	0	0.037	0.037	0	0	0.039	0.022	0.029	0.012	0.017	0.017	1	0	0	0	0.011	0.011	0.01	0	0.048	0.048	0	0	0.008	0.008	0.028	0
MMRF_2596_1_BM_CD138pos_pair	0	0	0.014	0.01	0.061	1	0	0	1	1	0.018	0.011	1	1	0	0	0.005	1	1	0.019	0.014	1	1	0.013	0.013	0	0	1	0.037	0	0.048	0.041	1	1	1	1	0.02	0	1	0	0.015	0.015	0.015	0.001	0	0	0	0	0.001	0.001	0	0	0	0	0	0	0.964	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.96	0	0.986
MMRF_2597_1_BM_CD138pos_pair	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0.132	1	0	0	0	0	0	0	1	1	0	0	0.015	0.033	0.005	0.005	0.005	0	0.011	0.016	0	0	0.016	0.014	0	0	0	0	0.009	0.013	0.022	0.021	0	0	0.003	0	0.023	0.004	0.014	0.011	1	0	1	0	0.016	0.002	0	0.002	0.014	0.014	0	0	0.008	0.008	0	0
MMRF_2598_1_BM_CD138pos_pair	0	0	0.008	0.016	1	1	0.015	0.015	0.123	0.086	0.007	0	0.018	0.018	0	0.007	0.007	1	1	0.008	0.008	0.987	0.982	0	0	0	0	1	0	0.001	0	0.007	0.491	0.491	0.996	0.997	0.005	0.005	0.014	0	0.003	0.003	0.003	0.142	0	0	0	0	0	0	0	0	0	0.054	0	0	0.986	0	0	0	0	0	0	0	0.989	0.989	0	0	1	0	0.014	0.005	0.006	0	0	0	0	0	0	0	0	0.005
MMRF_2601_1_BM_CD138pos_pair	0	0.016	0.017	0.022	0.026	0.026	0.032	0.032	1	1	0.013	0.024	1	1	0.014	0.017	0.017	1	1	0.013	0.01	0.012	0.015	0	0	0	0	1	0	0.002	0	0	0.899	0.899	0.973	0.911	0	0	1	0	0.061	0.193	0.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0.063	0.993	0	0.049	0	0.007	0	0.005	0.008	0	0	0	0	0.488	0.042	0	0.022
MMRF_2602_1_BM_CD138pos_pair	0.023	1	1	0.008	0	0.014	0	0.017	0.015	0.01	0.01	0	0.009	0.017	0	0	0	0.013	0.007	0	0	0.012	0	0.019	0	0	0	0	0	0	0.01	0.01	0	0	0.037	0.009	0	1	0.005	0	0	1	1	0	0	0	1	0	0.024	0	0	0	0	1	0	0	0.004	0	0	0	0.001	0.009	0	0.002	0	1	1	1	1	0.018	0.023	1	0	0	1	0.002	0	0	0.009	0	0	0.012
MMRF_2604_1_BM_CD138pos_pair	0	0.99	0.013	0.015	0.018	0.018	0.014	0	0.007	0.017	0.013	0	0.017	1	0.028	0.023	0.023	0.012	0.897	0	0	0	0	0	0.011	0	0	0.031	0	0	0	0	0.02	0.02	0.919	0.919	0	0	0.003	0	0.008	0.008	0.008	0	0	0	0	0	0	0.989	0	0	0	0.988	0	0	0	0	0	0	0.02	0.025	0	0.005	0.98	0	1	0.602	0.043	0	0.055	0.029	0.048	0.031	0	0	0	0	0.01	0.01	0	0.073
MMRF_2605_1_BM_CD138pos_pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.002	0	0	0.093	0.096	0	0	0	0.087	0.021	0	0	0.013	0.013	0	0	0.066	0.03	0	0.016	0.007	0.009	0.879	0.893	0.891	0.008	0.009	0.004	0.006	0.006	0.907	0.002	0.006	0.006	0.004	0.004	0	0	0.017	0.017	0	0	0.003	0	0	0	0	0.002	0.996	0	0	0	0.987	0.993	0	0	0.003	0.005	0	0	0.006	0	0	0
MMRF_2606_1_BM_CD138pos_pair	0.008	0	0.001	0	1	1	0	0	1	1	0.009	0	0	0	0	0	0	1	1	0	0	0.005	1	0	0	0	0	1	0	0	0	0.01	0	0	1	1	0	0	1	0.001	0	1	0	0.011	0	0.004	0	0	0.013	0.021	0	0	0	0.026	0.006	0	0.006	0.006	0	0	0.004	0	0	0	0.006	0.006	0.012	0	0	0	0.014	0.008	1	0	0.015	0.015	0	0	0.003	0.003	0	0
MMRF_2609_1_BM_CD138pos_pair	0	0.01	0	0	0	0	1	1	1	1	0	0	0.004	0.001	0	0.005	0.005	0.967	1	0.002	0.002	1	1	0.002	0.002	0.018	0	1	0.013	0.001	0.022	0.022	0	0	1	1	0.013	0.013	1	0.012	0	0	1	0	0.002	0.006	0.004	0.004	0	0	0	0	0.007	0.007	0	0	0.005	0.028	0	0	0	0	0	0	0	0	0.004	0.009	0.009	0	0	0	0	0	0.008	0.008	0	0	0	0	0	0
MMRF_2613_1_BM_CD138pos_pair	0.003	0.16	0.007	0.007	1	1	0.002	0.002	1	1	1	0.607	1	1	0	0	0	1	1	0	0.005	1	1	0	0.003	0	0.01	1	0	0	0.711	0.915	0	0.002	1	1	0.005	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775	0	0	0	0.143	0	0	0	0.393	0	0.678	0	0	0	0.017	0.384	0	0	0.008	0	0	0	0	0	0.036	0.661
MMRF_2614_1_BM_CD138pos_pair	0.009	0.095	0.007	0.001	1	1	0	0	1	1	0.937	0.894	1	1	0	0	0	1	1	0	0	1	1	0.008	0.008	0	0	1	0	0.001	0.655	0.66	0.002	0.002	1	1	0.095	0.095	0.002	0	0	0	0	0	0	0	0	0	0.012	0.009	0	0	0	0	0	0	0.007	0	0	0	0.012	0.003	0	0	0	0	0.005	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.09
MMRF_2621_1_BM_CD138pos_pair	0.063	0.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0	0	0	0	0.987	0	0	0	0	0	0.003	0	0	0	0	0	0	0.009	0.009	0	0.002	0	0	0	0.991	0	0	0.008	0.01	0.012	0.012	0.01	0.517	0.028	0.009	0.008	0.014	0.104	0.107	1	0.011	0.012	0.012	0.433	0	0	0	0.004	0.004	0.997	0.925	1	0	0.008	0.004	0	0.003	1	0.005	0	0	0.057	0	0.009	0.002
MMRF_2622_1_BM_CD138pos_pair	0	0	0.013	0.008	0	0.023	0.043	0.043	0.026	0.009	0.022	0.023	0.042	0.008	0.023	0.011	0.011	0.019	0	0	0	0.015	0.656	0.099	0.003	0	0.008	0.009	0	0	0.006	0.004	0.015	0.015	0.041	0.034	0	0	0.039	0	0.013	0.013	0.013	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0.003	0.013	0	0.008	0	0	1	0.018	0.018	0	0.011	0.04	0.004	0	0	0	0	0	0.017	0.017	0	0.013
MMRF_2630_1_BM_CD138pos_pair	0.001	1	0	0	0.128	0	0	0	0.997	0.997	0	0	1	1	0	0.001	0.001	1	0.999	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0.997	0.997	0.993	0.993	0	0	0	0	0	0	0	0	0.014	0.009	0	0.002	0.012	0.012	0	0	0.007	0.012	0	0	0.008	0.008	0	0	0.009	0	0.005	0	0.007	0.008	1	0.071	1	0.008	0.016	0.003	0.007	0.017	0	0	0	0	0.016	0.007	0.01	0.028
MMRF_2631_1_BM_CD138pos_pair	0.002	0.798	0	0.005	0	0	0	0	0	0	0.002	0.002	0	0	0	0	0	1	0.999	0	0	0.061	0.068	0.001	0.001	0	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0.012	0.012	0.001	0	0.01	0.003	0	0	0.003	0.004	0.011	0.011	0	0	0.012	0.006	0	0	0	0	1	0.006	0.006	0.003	0.017	0.225	0.012	0.019	0.009	0.009	0.013	0.013	0.007	0.007	0.002	0.14
MMRF_2634_1_BM_CD138pos_pair	0	0.051	0.012	0.007	0.01	0.01	0	0	0	0.012	0.019	0	0.009	0.009	0	0.014	0.014	0.058	0.082	0	0	0	0	0	0	0	0	0.012	0	0	0	0.023	0.986	0.986	0.023	0.028	0	0.006	0	0	0	0.998	0.999	0	0	0	0	0	0.022	0.022	0.025	0	0	1	0	0	0.833	0	0	0	1	0.009	0.004	0	0.083	0.083	0.009	0.804	0.221	0	0.099	0.024	0.016	0	0	0	0	0	0.712	0	0.011	0.011
MMRF_2636_1_BM_CD138pos_pair	0	0.826	0.001	0.001	0.12	1	0.006	0.01	0.005	0.002	0.003	0.003	0.003	0.003	0	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	1	0	0	0	0.002	0.005	0.005	0	0	0	0	0.006	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881	0.001	0.011	0	0.011	0.004	0.004	0.006	0.003	0	1	1	0	0	0.013	0.002	0.012	0	0	0	0.007	0.007	0.004	0.004	0	1
