sample	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_11q_BIRC2	chr_11q_CCND1	chr_1p_CDKN2C	chr_1q_CKS1B	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_8q_MYC	chr_8q_MYC_enhancer	chr_10q_NFKB2	chr_1p_NOTCH2	chr_13q_RB1	chr_1p_TENT5C	chr_17p_TP53	chr_14q_TRAF3
MMRF_1927_1_BM_CD138pos_pair	1.9938|0.001	0.9274|9e-04	1.9967|9e-04	1.9967|9e-04	1.9962|9e-04	1.9962|9e-04	0.8866|0.001	2.0021|0.0014	2.0113|0.0012	2.0204|0.003	0.8928|0.001	1.9973|0.0012	1.9973|0.0012	1.9834|0.0012	1.9834|0.0012	2.0068|0.0016	2.0068|0.0016	1.9977|0.0016	2.0004|0.001	1.9935|0.0019	2.0064|0.0018	1.9957|0.0018	1.9969|0.003	1.9941|0.0011	1.9913|8e-04	2.0181|9e-04	3.0326|0.0017	0.983|0.001	1.9905|8e-04	1.9987|0.0014	0.9873|8e-04	3.1206|0.0034	1.9696|8e-04	1.9865|0.0014	1.9929|9e-04	1.9914|8e-04	1.9914|8e-04	2.0008|0.002	3.0964|0.004	2|9e-04	2|9e-04	2.0006|0.0011	2.0037|0.001	2.0128|0.0025	2.0006|0.0011	2.0009|0.0011	1.9947|8e-04	1.9947|8e-04	0.9307|9e-04	2.0015|0.0024	0.8899|0.001	2.0015|0.0024	2.0007|0.0012	2.0009|0.0011
MMRF_1928_1_BM_CD138pos_pair	1.9891|0.001	1.9891|0.001	1.9904|0.001	1.9904|0.001	1.9952|0.0016	1.9911|0.0014	1.9777|0.0012	1.8142|0.0024	1.9969|0.0013	1.9966|0.0022	2.0647|0.0018	1.9935|0.002	1.9942|0.0025	1.9885|0.0013	1.9885|0.0013	2.7378|0.0053	2.1461|0.0025	1.989|0.0011	3.0402|0.0017	1.9951|0.0017	3.0092|0.0046	3.0471|0.003	1.9915|0.0021	1.9586|0.0025	1.9878|0.0011	3.0561|0.0028	3.0434|0.0016	1.9841|0.0012	1.9857|0.0018	1.9802|0.0016	1.9963|0.0016	2.0415|9e-04	2.0415|9e-04	1.9873|9e-04	1.9873|9e-04	1.9801|0.0012	1.9899|0.0015	3.0473|0.0018	3.0505|0.0026	2.0006|0.001	2.0006|0.001	1.9991|0.0011	3.0503|0.0017	2.0749|0.0018	1.9991|0.0011	0.9384|8e-04	2.0037|0.0016	2.0037|0.0016	1.9992|0.001	1.9991|0.0011	1.9878|0.0012	1.9991|0.0011	2.0036|0.002	0.9384|8e-04
MMRF_1929_1_BM_CD138pos_pair	1.9972|0.0012	1.9972|0.0012	1.9904|0.0017	2.0089|0.0018	2.0232|0.0023	2.0243|0.0013	1.0457|8e-04	1.1329|0.0013	1.976|0.002	1.9757|0.0032	1.9477|0.0019	2.0112|0.0032	1.9541|0.0019	1.9947|0.0016	1.9958|0.002	1.9512|0.0039	1.9499|0.0026	1.9753|0.0012	1.9764|0.001	2.0603|0.0019	2.0603|0.0019	1.9969|0.0033	2.0096|0.0037	1.9931|0.0015	1.9968|0.0012	1.9941|0.001	1.9941|0.001	1.9981|0.0011	1.9968|0.0014	1.9993|0.001	1.9993|0.001	2.003|0.0012	2.0039|0.0011	1.9756|0.0011	1.9756|0.0011	2.0136|0.0035	2.0223|0.0014	1.9866|0.0022	1.949|0.0016	2.0154|0.0017	2.009|0.009	1.9801|0.001	1.9801|0.001	1.9514|0.0019	1.9801|0.001	1.1494|0.0013	2.026|0.0014	2.026|0.0014	2.0008|0.0012	1.9801|0.001	1.0494|8e-04	1.9801|0.001	2.0433|0.0039	1.1494|0.0013
MMRF_1930_1_BM_CD138pos_pair	3.0664|0.0017	3.0693|0.0018	3.082|0.0012	3.082|0.0012	1.989|0.0018	1.9867|0.001	1.0615|9e-04	1.9847|0.0019	2.0043|0.0015	1.994|0.0018	0.9107|8e-04	2.0095|0.0012	2.0095|0.0012	3.0623|0.0016	3.0623|0.0016	3.1159|0.0027	3.1233|0.0035	1.9907|0.0012	2.5303|0.0017	1.9997|0.0012	1.9997|0.0012	3.0749|0.0025	1.9847|0.0025	1.9826|0.001	1.971|8e-04	3.0515|0.0016	3.0397|0.0011	1.969|8e-04	1.971|0.0011	3.0564|0.001	3.0564|0.001	1.9788|7e-04	1.9788|7e-04	3.057|0.0012	3.0611|0.0016	2.9629|0.002	2.9595|0.0012	3.0978|0.0023	3.2467|0.0017	3.093|0.0012	3.093|0.0012	1.9981|0.001	2.5497|0.0021	0.9218|8e-04	1.9981|0.001	1.9931|0.0011	2.9705|0.0012	2.9705|0.0012	3.0823|0.0019	1.9981|0.001	0.9129|0.0016	1.9981|0.001	2.0205|0.0012	2.0425|0.0032
MMRF_1931_1_BM_CD138pos_pair	1.9989|0.001	1.9989|0.001	2.0102|0.0016	1.9577|0.0012	2.0067|0.001	2.0067|0.001	1.9916|0.0015	1.5814|0.0021	3.1185|0.0018	2.012|0.0013	2.012|0.0013	2.014|0.0013	2.014|0.0013	2.02|0.0013	2.02|0.0013	3.0522|0.0039	2.7729|0.0029	0.8969|0.002	3.0952|0.0018	1.9952|0.0021	2.0271|0.0019	2.0282|0.0035	2.0013|0.0028	2.0029|0.0011	1.9899|0.0011	3.0231|0.0011	3.0231|0.0011	1.9521|0.0014	1.9779|0.0013	3.0823|0.0014	3.0898|0.0017	1.9706|8e-04	1.9706|8e-04	2.2712|0.0012	2.275|0.0015	1.8683|0.0022	1.9627|0.0019	3.1152|0.0025	3.0551|0.0034	1.9563|0.0012	1.9563|0.0012	1.9979|0.0011	3.0951|0.0016	2.0106|0.0013	1.9979|0.0011	1.116|0.0015	1.9924|0.0028	2.0108|0.0026	1.9976|0.001	1.9872|0.0154	1.9833|0.0012	0.8956|0.002	2.0127|0.0013	2.009|0.009
MMRF_1932_1_BM_CD138pos_pair	1.442|0.0013	1.9722|0.0012	3.0671|0.0027	3.2538|0.0021	1.9729|9e-04	1.9729|9e-04	1.8928|0.001	1.9244|0.0011	3.0905|0.003	1.991|0.0021	0.8891|8e-04	2.0052|0.0018	2.0098|0.002	3.0407|0.0018	3.0407|0.0018	3.0923|0.0025	3.0923|0.0025	0.8766|8e-04	1.9966|0.001	1.9918|0.0017	0.8998|0.0016	3.0135|0.0027	2.022|0.0019	1.9755|0.0016	1.9632|8e-04	2.4763|0.0013	2.4729|0.0013	2.9705|0.0017	2.9644|0.0015	3.0086|0.0022	3.0545|0.0013	1.9646|8e-04	1.9646|8e-04	2.9981|0.002	2.9974|0.0013	1.4294|0.0018	1.9631|0.0013	3.0548|0.0015	3.0548|0.0015	3.317|0.002	3.0846|0.0026	0.8902|6e-04	2.0134|0.001	0.9059|8e-04	0.8902|6e-04	1.9412|0.0011	1.9723|0.0011	2.009|0.009	1.9906|0.0011	0.9113|0.0016	1.9096|0.001	0.9113|0.0016	2.022|0.0018	1.9412|0.0011
MMRF_1935_1_BM_CD138pos_pair	1.9996|0.0014	1.9932|0.0016	2.0097|0.0011	2.0097|0.0011	2.0063|0.003	2.0135|0.0013	1.0201|7e-04	1.0156|7e-04	2.0113|0.0021	1.9781|0.0037	1.9832|0.0018	1.9759|0.0024	1.9836|0.0021	2.0103|0.0015	2.0103|0.0015	1.9867|0.0038	1.9777|0.0043	2.0007|0.0012	2.0031|0.0013	1.991|0.0035	1.9764|0.0023	2.0138|0.0023	1.9691|0.0033	2.0076|0.0016	2.016|0.0012	2.0159|9e-04	2.0159|9e-04	2.0331|0.001	2.0328|0.0011	2.0186|0.0019	2.0172|0.0012	1.0247|6e-04	1.0247|6e-04	2.0086|0.0016	2.0159|0.0014	1.0105|9e-04	1.0164|6e-04	2.0154|0.0025	1.9985|0.0024	2.0011|0.0011	2.0011|0.0011	1.9921|0.0012	1.9945|0.0013	1.9746|0.0018	1.9921|0.0012	1.007|7e-04	1.0078|6e-04	1.0078|6e-04	1.9791|0.0018	1.9921|0.0012	1.0115|7e-04	1.9921|0.0012	1.9673|0.0024	1.007|7e-04
MMRF_1940_1_BM_CD138pos_pair	1.991|0.001	1.991|0.001	2.5|0.0011	2.5|0.0011	2.011|0.001	2.011|0.001	1.5332|0.001	2.0004|0.0015	3.0675|0.0016	1.8172|0.0021	2.1987|0.0018	1.8476|0.0018	1.8518|0.0018	1.9386|0.0012	1.9386|0.0012	2.4454|0.0023	2.4088|0.003	1.8464|0.0028	2.0083|0.0011	1.9513|0.0019	1.914|0.0021	1.9996|0.0019	1.8974|0.0027	2.0211|0.0012	2.0378|9e-04	2.0037|0.0012	2.0027|0.0011	2.0401|8e-04	2.0401|8e-04	2.027|8e-04	2.027|8e-04	2.0315|9e-04	2.0391|0.0012	1.9783|9e-04	1.9783|9e-04	2.0261|0.0011	2.0297|9e-04	2.3671|0.0026	2.4664|0.0015	2.489|0.0011	2.489|0.0011	1.9726|0.0011	1.9978|0.0011	2.1877|0.0018	1.9726|0.0011	1.9984|0.0012	2.0187|9e-04	2.0187|9e-04	1.98|0.001	1.9726|0.0011	1.5222|0.001	1.9726|0.0011	1.8366|0.0018	1.9984|0.0012
MMRF_1955_1_BM_CD138pos_pair	2.0033|0.0021	2.004|0.0013	1.9984|0.0013	2.9784|0.0019	1.8977|0.0015	2.0033|9e-04	1.9988|0.001	1.0109|8e-04	2.0104|0.0017	2.0002|0.0028	1.9998|0.0016	2.0083|0.0013	2.0083|0.0013	1.9993|0.0012	1.9993|0.0012	2.0118|0.0039	2.0192|0.0032	1.9973|0.001	2.0021|0.0013	2.0092|0.0013	2.0092|0.0013	2.0033|0.0018	2.0062|0.0019	2.0069|0.0012	2.0015|0.0011	2.0033|0.0012	2.0032|0.0015	1.998|0.0015	2.0037|9e-04	2.0034|0.001	2.0029|8e-04	2.317|0.0016	2.0846|0.001	1.9767|8e-04	1.9767|8e-04	1.9994|9e-04	2.0045|0.0011	2.9896|0.0014	2.9896|0.0014	2.9751|0.0019	1.9951|0.0013	1.994|0.001	1.9994|0.0011	1.9965|0.0016	1.994|0.001	1.0079|7e-04	1.9961|9e-04	1.9961|9e-04	1.9974|0.0011	1.994|0.001	1.9955|0.001	1.994|0.001	2.005|0.0013	1.9918|0.0035
MMRF_1957_1_BM_CD138pos_pair	2.0009|0.0013	1.998|0.0013	3.0459|0.0023	3.064|0.004	2.0039|0.0017	1.9929|0.001	1.9667|0.0015	1.9522|0.0014	2.0152|0.0012	2.1266|0.0042	1.9681|0.0041	2.0076|0.0012	2.0076|0.0012	2.6799|0.0033	3.1618|0.0019	2.2983|0.0048	3.0578|0.0043	2.0092|9e-04	2.0096|0.001	1.9305|0.0019	1.9848|0.0018	1.9979|0.0018	1.9912|0.0018	1.9747|0.0014	1.9972|0.001	2.9785|0.0015	2.9905|0.0013	1.9977|8e-04	1.9978|0.0012	1.9872|0.0013	1.7522|0.0018	2.0124|9e-04	1.3148|0.0026	2.0089|8e-04	2.0089|8e-04	2.0174|8e-04	2.0174|8e-04	1.9894|0.0021	2.0122|0.0012	2.0054|0.0016	29.171|0.2323	2.0114|9e-04	2.0119|0.001	0.1509|0.0034	2.0114|9e-04	1.9549|0.0011	2.0196|8e-04	2.0196|8e-04	2.0059|0.0012	2.0114|9e-04	1.9593|0.0014	2.0114|9e-04	2.0099|0.0012	1.9549|0.0011
MMRF_1960_1_BM_CD138pos_pair	1.9908|0.001	1.9908|0.001	3.0042|0.0014	3.0042|0.0014	1.9936|0.001	1.9936|0.001	1.9849|0.0011	1.9877|0.0013	4.0454|0.0025	1.9982|0.0032	1.9951|0.0016	2.0028|0.0028	2.004|0.0021	1.4614|0.0017	2.1167|0.0015	3.014|0.0047	3.0114|0.0045	1.9976|0.0015	1.9998|0.0014	1.4213|0.0017	1.0162|0.0024	3.0103|0.0029	2.0017|0.0028	1.9919|0.0012	1.9895|9e-04	2.9993|0.0012	2.9993|0.0012	1.9797|8e-04	1.9797|8e-04	3.0047|0.0012	3.0047|0.0012	1.993|9e-04	1.9931|9e-04	2.9621|0.0013	2.9621|0.0013	1.0145|0.001	2.1186|0.0012	4.9868|0.0041	4.2242|0.003	3.0108|0.0014	3.0108|0.0014	2.0022|0.0011	2.006|0.0012	2.0017|0.0016	2.0022|0.0011	1.9985|0.0012	2.1252|0.0012	2.1252|0.0012	1.9974|0.001	2.0022|0.0011	1.9915|0.0011	2.0022|0.0011	2.0112|0.003	1.9985|0.0012
MMRF_1963_1_BM_CD138pos_pair	1.9822|0.0021	1.9868|0.0012	2.0328|0.0012	2.0328|0.0012	0.9873|6e-04	0.9873|6e-04	0.9814|0.0013	0.9863|0.0011	2.0634|0.0017	1.6985|0.0032	1.0064|0.0011	2.0173|0.0023	2.0255|0.0028	1.9737|0.0015	1.9737|0.0015	2.0986|0.0041	2.0542|0.0043	0.9943|0.0011	1.9752|0.0013	1.9546|0.0025	2.0053|0.0027	2.0161|0.0024	1.0142|0.0013	1.9653|0.0014	1.9754|0.0011	1.9755|0.0015	1.9755|0.0014	1.9728|0.001	1.9728|0.001	2.004|0.001	2.004|0.001	1.9756|0.001	1.9756|0.001	2.6219|0.0028	1.9901|0.0013	0.9827|6e-04	0.9827|6e-04	1.9898|0.0031	2.0139|0.0016	2.0445|0.0012	2.0445|0.0012	1.0013|8e-04	1.987|0.0013	1.0181|0.0011	1.0013|8e-04	0.9978|9e-04	0.9944|6e-04	0.9944|6e-04	1.9985|0.0012	1.9959|0.0034	0.9914|0.0012	1.9959|0.0034	2.029|0.0023	0.0231|0.0017
MMRF_1965_1_BM_CD138pos_pair	2.0019|0.001	2.0019|0.001	2.0032|0.0014	1.9476|0.0023	2.0135|0.0018	2.0111|0.0014	1.0139|6e-04	2.01|0.0017	2.0005|0.0018	1.9954|0.0043	1.9693|0.0025	1.9836|0.0044	1.0895|0.002	2.0385|0.0014	2.0385|0.0014	1.9969|0.0019	1.9969|0.0019	1.0154|9e-04	3.863|0.0022	1.9913|0.0026	1.9985|0.0017	2.0037|0.0044	1.0122|0.0015	2.0034|0.0012	2.0091|0.001	1.9866|8e-04	1.9866|8e-04	2.011|8e-04	2.011|8e-04	2.0003|0.0024	2.0077|0.001	2.0133|0.001	2.0133|9e-04	2.0098|0.001	2.006|0.0015	1.0095|0.0015	1.0157|0.0013	2.0114|0.0019	2.0042|0.0014	0.9679|0.0042	1.9998|0.0014	1.9989|0.0014	3.8596|0.0022	1.969|0.0022	1.012|9e-04	2.0017|0.0013	1.9938|0.0024	1.9938|0.0024	1.9985|0.001	1.003|0.0046	1.0105|6e-04	1.012|9e-04	1.9776|0.0031	2.0017|0.0013
MMRF_1967_1_BM_CD138pos_pair	1.9955|0.0017	1.054|0.001	2.9583|0.0018	2.9449|0.0021	1.99|0.001	1.99|0.001	1.9347|0.0011	1.9878|0.0017	2.9667|0.0025	1.9321|0.0021	1.068|9e-04	2.0105|0.0018	2.9887|0.0057	1.9888|0.0015	1.9881|0.0019	1.9529|0.0042	2.0179|0.0023	1.995|0.0014	2.0398|0.0012	2.9704|0.0044	2.9752|0.0025	1.9929|0.002	1.0407|0.0019	1.9929|0.0012	1.988|9e-04	2.0472|0.0019	2.9231|0.0016	1.9802|8e-04	1.9802|8e-04	1.9817|0.0016	1.9866|0.001	1.9857|0.001	1.9868|9e-04	1.9918|9e-04	1.9918|9e-04	1.986|0.001	1.9861|0.0013	1.9919|0.0011	1.9919|0.0011	2.9454|0.0024	2.9683|0.0018	2.0021|0.0011	2.0498|0.0012	1.078|9e-04	2.0021|0.0011	2.0005|0.0012	1.996|0.001	2.0089|0.0027	1.0651|9e-04	2.0021|0.0011	1.9447|0.0011	2.0021|0.0011	2.0205|0.0018	2.025|0.0075
MMRF_1970_1_BM_CD138pos_pair	1.0155|0.0019	2.0033|0.0015	2.9892|0.0015	2.9892|0.0015	2.0049|0.001	2.0049|0.001	1.0061|0.0014	1.9972|0.0014	3.008|0.0026	2.0041|0.0033	2.0013|0.0018	2.0124|0.003	2.0093|0.0022	2.0095|0.0014	2.0095|0.0014	2.9959|0.0033	3.0005|0.0043	2.0032|0.0011	2.0027|0.0012	2.0053|0.0015	2.0053|0.0015	2.0107|0.0031	2.0097|0.003	3.0009|0.0044	2.9981|0.0028	2.9988|0.0012	2.9988|0.0012	2.0031|0.0017	2.002|0.001	2.006|0.0017	2.0071|0.001	2.0058|9e-04	2.0058|9e-04	2.9989|0.0025	2.998|0.0022	1.996|0.0019	2.003|0.001	3.0013|0.0017	3.0013|0.0017	2.9842|0.0015	2.9842|0.0015	1.9982|0.0011	1.9976|0.0012	1.9963|0.0018	1.9982|0.0011	2.0005|0.0013	1.9979|0.001	1.9979|0.001	1.9986|0.0013	1.9982|0.0011	1.0011|0.0014	1.9982|0.0011	2.0148|0.0032	2.0005|0.0013
MMRF_1971_1_BM_CD138pos_pair	1.996|0.0018	2.0152|0.0021	2.0058|0.0011	2.005|0.0014	2.0026|0.0021	1.9883|0.0011	0.9298|7e-04	1.9952|0.0013	2.0669|0.0025	2.023|0.0035	0.936|0.0016	2.0132|0.0022	2.0184|0.0026	1.978|0.0017	1.9769|0.0019	2.0355|0.0018	2.0355|0.0018	1.9909|0.0014	3.1092|0.0016	2.0104|0.0014	2.0104|0.0014	2.007|0.002	0.9531|0.0024	1.9787|0.0012	1.9765|9e-04	1.9986|8e-04	1.9986|8e-04	1.996|8e-04	1.996|8e-04	1.9787|8e-04	1.9787|8e-04	1.9748|0.0011	0.9351|0.0012	2.0017|9e-04	2.0017|9e-04	1.9923|0.0017	1.9961|0.0013	2.0009|0.0031	2.0073|0.0014	2.006|0.0011	2.006|0.0011	1.987|0.0011	3.1095|0.0016	0.9249|0.0028	1.987|0.0011	2.0012|0.0012	1.9935|0.001	1.9935|0.001	2.0058|0.0013	1.99|0.0057	0.9301|7e-04	1.99|0.0057	2.0135|0.0022	2.0012|0.0012
MMRF_1972_1_BM_CD138pos_pair	2.0041|0.0024	2.0261|0.0012	3.0469|0.0013	3.0469|0.0013	2.0009|0.0021	1.9466|0.0021	1.0222|0.002	0.9244|0.0012	3.0664|0.0018	1.9578|0.0024	1.9746|0.0019	1.9684|0.002	1.9793|0.0036	2.0087|0.002	2.0054|0.0016	4.0493|0.0046	3.0527|0.0034	1.3181|0.0023	0.9787|0.0024	0.9896|0.0012	1.9709|0.0017	2.0096|0.0019	1.9514|0.0019	2.0092|0.0015	2.009|0.0013	3.0717|0.0011	3.0717|0.0011	1.9983|0.0019	0.9626|0.0014	3.0727|0.0018	3.0758|0.0012	2.0027|0.0013	1.9954|0.0019	3.0733|0.0013	3.0733|0.0013	1.9249|0.0032	1.9997|0.0013	3.0555|0.0045	3.002|0.0057	3.0486|0.0013	3.0486|0.0013	0.9424|0.0016	2.0226|0.0017	1.9779|0.0016	0.9326|0.0032	0.9262|0.0012	2.0148|0.0012	2.0148|0.0012	2.0287|0.0011	2.0226|0.0017	1.0239|0.002	0.9441|0.0061	1.9702|0.002	1.9908|0.0019
MMRF_1977_1_BM_CD138pos_pair	2.0064|0.0024	2.0004|0.0011	2.0105|0.0015	2.9976|0.0017	2.0009|9e-04	2.0009|9e-04	2.0008|0.001	0.9909|8e-04	4.0258|0.003	1.9993|0.0012	1.9993|0.0012	2.002|0.002	2.0123|0.0026	2.0046|0.0012	2.0046|0.0012	3.0124|0.0046	3.0126|0.004	1.1016|0.0015	2.012|0.001	2.0017|0.0013	2.0017|0.0013	2.0109|0.0018	1.9849|0.0027	2.0041|0.0011	2.0021|8e-04	3.0129|0.0012	3.0129|0.0012	2.0125|0.0015	2.0031|8e-04	3.0157|0.0013	3.0139|0.0017	2.0112|0.0023	1.9923|9e-04	2.0022|8e-04	2.0022|8e-04	1.9989|9e-04	2.002|0.0012	3.0175|0.004	3.0476|0.0019	2.9955|0.0017	2.9955|0.0017	2.0037|0.0011	2.0099|0.001	1.9973|0.0012	1.0984|0.0013	0.9888|8e-04	1.9968|9e-04	1.9968|9e-04	1.9982|0.0011	1.9786|0.0108	1.9988|0.001	1.1025|0.002	1.9999|0.002	1.9986|0.0036
MMRF_1978_1_BM_CD138pos_pair	1.9975|9e-04	1.9975|9e-04	2.001|9e-04	2.001|9e-04	2.0143|0.0018	2.0046|0.001	2|0.0011	1.9857|0.0018	3.1497|0.0016	2.0089|0.0025	1.9923|0.0019	2.0092|0.0018	2.0081|0.0024	1.9963|0.0012	1.9963|0.0012	3.1695|0.0023	3.1695|0.0023	2.005|0.0012	2.6836|0.0013	1.0178|0.0021	3.1315|0.0035	2.0024|0.0019	2.0164|0.0019	2.0026|7e-04	2.0026|7e-04	2.4802|0.0017	3.1581|0.0014	1.9956|0.0016	2|0.0011	3.1586|0.0011	3.1593|0.0013	3.1429|0.0025	2.0056|0.0012	3.1579|0.0018	3.1556|0.0012	1.9972|9e-04	1.9972|9e-04	3.1504|0.0015	3.1572|0.0019	2|9e-04	2|9e-04	2.003|0.001	2.6826|0.0013	1.9926|0.0016	2.003|0.001	1.9988|0.0013	1.9962|9e-04	1.9962|9e-04	1.9965|9e-04	1.9933|0.0066	1.999|0.0011	2.003|0.001	2.0082|0.0018	1.9988|0.0013
MMRF_1981_1_BM_CD138pos_pair	1.8209|7e-04	1.8209|7e-04	4.4799|0.0017	4.4799|0.0017	1.8278|0.0014	1.8321|0.001	2.1409|0.001	2.7065|0.0017	5.4313|0.0035	1.875|0.0023	1.8325|0.0014	1.2519|0.0019	2.6948|0.0021	2.7854|0.0016	2.7831|0.002	3.6598|0.003	3.6564|0.004	1.8383|8e-04	1.8285|0.0012	2.7207|0.0023	2.7143|0.0021	2.7553|0.0021	2.2709|0.0026	2.7289|0.0013	2.7209|0.0015	3.6042|0.0023	3.5986|0.0019	2.6842|0.0023	2.8243|0.0015	2.7088|0.0025	2.7104|0.001	1.822|7e-04	1.8205|6e-04	2.6454|0.0019	3.169|0.0016	1.1931|0.0017	2.2394|0.002	2.6938|0.0026	3.1982|0.0017	4.6551|0.0017	4.6551|0.0017	2.0134|8e-04	2.0096|0.0014	2.0067|0.0012	2.0134|8e-04	2.8737|0.0014	5.0936|0.0176	5.0936|0.0176	1.996|7e-04	2.0134|8e-04	2.316|0.001	2.0134|8e-04	1.4369|0.0021	2.9085|0.0027
MMRF_1982_1_BM_CD138pos_pair	1.9916|0.001	1.9916|0.001	1.9915|0.001	1.9915|0.001	1.9887|0.001	1.9887|0.001	1.9749|0.0011	1.0046|0.0011	2.9865|0.0019	2.0019|0.0014	2.0019|0.0014	2.0086|0.0026	2.0009|0.0022	2.0276|0.0015	2.0246|0.0018	3.044|0.0031	3.0512|0.0042	1.9948|0.001	1.9976|0.0011	1.9944|0.0021	2.013|0.002	2.032|0.002	2.0103|0.0028	1.9908|0.0016	1.982|9e-04	2.9643|0.0012	2.9643|0.0012	1.9742|8e-04	1.9742|8e-04	3.0043|0.0012	3.0043|0.0012	2.9597|0.0013	2.9597|0.0016	2.9654|0.0013	2.9654|0.0013	1.9895|0.0018	1.9833|0.001	3.9744|0.0034	3.9831|0.0109	1.9985|0.001	1.9985|0.001	2.0018|0.001	2.0046|0.0011	2.0089|0.0014	2.0018|0.001	1.0116|0.0011	1.9902|0.001	1.9902|0.001	1.9986|0.001	2.0018|0.001	1.9818|0.0011	2.0018|0.001	2.0155|0.0026	2.0058|0.0024
MMRF_1985_1_BM_CD138pos_pair	1.9871|0.001	1.9871|0.001	3.1197|0.0015	3.1149|0.002	1.9837|0.001	1.9846|0.0013	1.0441|0.0013	1.9809|0.0015	3.1287|0.0017	1.9728|0.0013	1.9728|0.0013	2.0104|0.0025	2.026|0.0029	3.0127|0.0017	3.0127|0.0017	3.1377|0.0029	3.1375|0.0038	2.0574|8e-04	2.0574|8e-04	1.9897|0.0014	1.9897|0.0014	2.918|0.0026	0.9644|0.0017	1.9878|0.0011	1.9824|9e-04	3.0551|0.0011	3.0551|0.0011	1.9833|8e-04	1.9833|8e-04	3.1168|0.0011	3.1168|0.0011	2.0007|0.002	1.9941|0.0013	3.0343|0.0033	3.0411|0.0018	1.0299|0.0011	1.9969|0.0015	3.1148|0.0024	3.1164|0.0018	4.2239|0.0312	3.1326|0.0015	2.0703|8e-04	2.0703|8e-04	1.9857|0.0013	2.0703|8e-04	2.0005|0.0012	3.0921|0.0279	2.0184|0.0026	2|0.001	2.0703|8e-04	1.0608|0.0011	2.0703|8e-04	2.0233|0.0025	2.0005|0.0012
MMRF_1986_1_BM_CD138pos_pair	2.0002|8e-04	2.0002|8e-04	2.0003|0.001	2.0012|0.0012	2.0027|8e-04	2.0027|8e-04	1.9825|9e-04	2.0029|0.0016	1.9972|0.0014	2.0129|0.0022	1.5388|0.0019	2.0032|0.003	2.0223|0.0026	1.9921|0.0011	1.9921|0.0011	3.0308|0.0026	3.0335|0.0034	2.0099|9e-04	2.0023|0.0012	2.0148|0.0012	2.0148|0.0012	4.013|0.0032	2.025|0.0017	2.0015|0.001	1.997|8e-04	3.0093|0.0015	3.0074|0.001	1.9825|7e-04	1.9793|8e-04	1.9944|7e-04	1.9944|7e-04	2.4664|0.0021	1.9912|8e-04	3.0077|0.0011	3.0077|0.0011	0.9875|0.0014	1.9935|9e-04	2.9935|0.0022	3.0201|0.0016	2.0019|0.0014	2|0.001	2.0097|9e-04	2.0047|0.001	1.9852|0.0018	2.0097|9e-04	2.0038|0.001	1.9932|9e-04	1.9932|9e-04	1.9999|8e-04	2.0097|9e-04	1.9822|9e-04	2.0097|9e-04	2.002|0.0025	2.0038|0.001
MMRF_1988_1_BM_CD138pos_pair	2.01|0.002	2.0236|0.0022	4.0523|0.0027	4.0655|0.0018	1.7515|0.0033	2.0731|0.0015	1.9387|0.0013	2.1493|0.0015	3.7907|0.0021	2.2254|0.0038	1.9365|0.0031	1.9668|0.0015	1.9668|0.0015	2.0218|0.0015	2.0218|0.0015	5.003|0.0038	5.003|0.0038	2.013|9e-04	2.013|9e-04	2.6148|0.0028	2.5757|0.0026	1.9538|0.0022	1.9079|0.0031	2.0187|0.0014	2.0183|0.0011	3.7457|0.0015	3.7631|0.003	2.0142|9e-04	2.0142|9e-04	3.0779|0.0024	2.0243|0.003	3.7398|0.0024	1.7405|0.0023	2.702|0.0013	2.702|0.0013	2.0191|0.0011	2.0191|0.0011	3.7269|0.0018	3.7269|0.0018	4.0467|0.0018	4.0467|0.0018	1.9942|9e-04	1.9942|9e-04	0.898|0.0084	1.9942|9e-04	2.1306|0.0015	2.0003|0.0011	2.0003|0.0011	1.9807|0.0016	1.9942|9e-04	1.92|0.0013	1.9942|9e-04	1.948|0.0015	2.1306|0.0015
